Unique_ID,holeid,from,to,As,Au,Pb,Fe,Mo,Cu,S,Zn,Class,Pb_category,x_pos,predicted_pbcutoff,score,predicted_class,predicted_weights,depth_mid,Pb_avg3,Mo_avg3,Au_avg3,As_avg3,Fe_avg3,Cu_avg3,S_avg3,Zn_avg3,predicted_xgboost
A08667,SOLVE147,131,141.0,29.4,0.0025,138.6,40700.0,7.2,6.4,9060.0,60.2,B,100–250,82,B,41.20282352941175,B,B,136.0,111.60000000000001,10.0,0.0025,47.73333333333333,45460.0,6.8,20126.666666666668,54.199999999999996,B
A08663,SOLVE147,141,151.0,63.0,0.0025,101.2,48800.0,18.8,5.6,28760.0,32.6,B,100–250,82,B,22.202823529411763,B,B,146.0,93.2,9.0,0.0025,42.266666666666666,40966.666666666664,9.066666666666666,15460.0,48.86666666666667,B
A08655,SOLVE147,151,161.0,34.4,0.0025,39.8,33400.0,1.0,15.2,8560.0,53.8,B,<100,82,B,4.887529411764705,B,B,156.0,131.53333333333333,6.933333333333334,0.005,41.53333333333334,35600.0,9.133333333333333,15766.666666666666,50.06666666666666,B
A07657,SOLVE147,161,171.0,27.2,0.01,253.6,24600.0,1.0,6.6,9980.0,63.8,B,250–500,82,A,79.69600000000001,A,A,166.0,101.06666666666666,3.8000000000000003,0.010166666666666666,31.0,36580.0,8.799999999999999,16113.333333333334,70.66666666666667,B
A06978,SOLVE147,171,181.0,31.4,0.018,9.8,51740.0,9.4,4.6,29800.0,94.4,B,<100,82,B,-2.78955294117647,B,B,176.0,850.8666666666667,8.066666666666668,0.021333333333333333,26.933333333333334,35460.0,5.466666666666666,15553.333333333334,72.8,B
A05940,SOLVE147,181,191.0,22.2,0.036,2289.2,30040.0,13.8,5.2,6880.0,60.2,B,2000–4000,82,A,778.2044235294118,A,A,186.0,1073.5333333333333,9.666666666666666,0.021666666666666664,22.066666666666663,40890.0,5.333333333333333,12793.333333333334,64.26666666666667,B
A07548,SOLVE147,191,201.0,12.6,0.011,921.6,48938.54116116503,5.8,6.2,1700.0,38.2,B,500–1000,82,A,312.39736470588235,A,A,196.0,1236.1333333333332,9.200000000000001,0.021666666666666664,16.333333333333332,29470.0,6.0,3860.0,45.866666666666674,B
A06974,SOLVE147,201,211.0,14.2,0.018,497.6,28900.0,8.0,6.6,3000.0,39.2,B,250–500,82,A,167.7916235294118,A,A,206.0,490.26666666666665,4.999999999999999,0.011666666666666665,11.200000000000001,25550.0,8.6,4640.0,35.46666666666667,B
A08246,SOLVE147,211,221.0,6.8,0.006,51.6,22200.0,1.2,13.0,9220.0,29.0,B,<100,82,B,16.09995294117647,B,B,216.0,202.33333333333334,3.466666666666667,0.01,9.533333333333333,31500.0,11.133333333333335,7180.0,33.6,B
A08243,SOLVE147,221,231.0,7.6,0.006,57.8,43400.0,1.2,13.8,9320.0,32.6,B,<100,82,B,18.008188235294114,B,B,226.0,55.666666666666664,1.1333333333333333,0.009333333333333334,7.3999999999999995,40080.0,12.799999999999999,13073.333333333334,31.2,B
A07125,SOLVE147,231,241.0,7.8,0.016,57.6,54640.0,1.0,11.6,20680.0,32.0,B,<100,82,B,17.847717647058825,B,B,236.0,95.46666666666665,1.1333333333333335,0.009333333333333332,6.466666666666666,51900.0,11.200000000000001,14780.0,30.46666666666667,B
A08238,SOLVE147,241,251.0,4.0,0.006,171.0,57660.0,1.2,8.2,14340.0,26.8,B,100–250,82,A,57.5611294117647,A,A,246.0,145.4,1.0666666666666667,0.015666666666666666,5.6000000000000005,57853.333333333336,10.066666666666666,12293.333333333334,45.400000000000006,B
A06507,SOLVE147,251,261.0,5.0,0.025,207.6,61260.0,1.0,10.4,1860.0,77.4,B,100–250,82,A,69.7505882352941,A,A,256.0,185.86666666666667,1.0666666666666667,0.030333333333333334,5.0,55320.0,8.866666666666667,5816.666666666667,54.666666666666664,B
A05040,SOLVE147,261,271.0,6.0,0.06,179.0,47040.0,1.0,8.0,1250.0,59.8,B,100–250,82,A,59.740705882352934,A,A,266.0,556.6,1.5999999999999999,0.06266666666666666,6.6000000000000005,52500.0,8.933333333333332,5463.333333333333,58.46666666666667,B
A04035,SOLVE147,271,281.0,8.8,0.103,1283.2,49200.0,2.8,8.4,13280.0,38.2,B,1000–2000,82,A,436.1323294117648,A,A,276.0,521.2666666666667,1.5999999999999999,0.06366666666666666,7.066666666666667,48500.0,6.666666666666667,5416.666666666667,43.0,B
A06345,SOLVE147,281,291.0,6.4,0.028,101.6,49260.0,1.0,3.6,1720.0,31.0,B,100–250,82,B,33.224094117647056,B,B,286.0,528.5333333333333,1.6666666666666667,0.059,7.2,49506.666666666664,6.066666666666667,7846.666666666667,35.13333333333334,B
A05497,SOLVE147,291,301.0,6.4,0.046,200.8,50060.0,1.2,6.2,8540.0,36.2,B,100–250,82,A,67.11454117647058,A,A,296.0,244.33333333333334,1.0666666666666667,0.04066666666666666,6.0,52273.333333333336,6.733333333333334,4416.666666666667,38.00000000000001,B
A05431,SOLVE147,301,311.0,5.2,0.048,430.6,57500.0,1.0,10.4,2990.0,46.8,B,250–500,82,A,145.78550588235294,A,A,306.0,258.2,1.0666666666666667,0.038,5.533333333333334,54746.666666666664,6.466666666666666,3880.0,41.93333333333334,B
A06830,SOLVE147,311,321.0,5.0,0.02,143.2,56680.0,1.0,2.8,110.0,42.8,B,100–250,82,B,47.77788235294116,B,B,316.0,799.4666666666666,1.5333333333333332,0.03266666666666667,5.466666666666666,58533.333333333336,6.066666666666666,1420.0,43.06666666666667,B
A06249,SOLVE147,321,331.0,6.2,0.03,1824.6,61420.0,2.6,5.0,1160.0,39.6,B,1000–2000,82,A,621.4621176470587,A,A,326.0,750.9333333333334,1.5999999999999999,0.028666666666666663,7.2,58380.0,34.6,1076.6666666666667,162.8,B
A05935,SOLVE147,331,341.0,10.4,0.036,285.0,57040.0,1.2,96.0,1960.0,406.0,B,250–500,82,A,94.80442352941175,A,A,336.0,879.9999999999999,3.9333333333333336,0.025999999999999995,8.8,56906.666666666664,35.86666666666667,1266.6666666666667,161.4,B
A07460,SOLVE147,341,351.0,9.8,0.012,530.4,52260.0,8.0,6.6,680.0,38.6,B,500–1000,82,A,180.11990588235292,A,A,346.0,412.2,4.533333333333334,0.021999999999999995,16.8,58086.666666666664,36.266666666666666,1400.0,160.60000000000002,B
A06969,SOLVE147,351,361.0,30.2,0.018,421.2,64960.0,4.4,6.2,1560.0,37.2,B,250–500,82,A,136.82221176470586,A,A,356.0,523.1999999999999,5.400000000000001,0.02266666666666667,26.666666666666668,58280.0,40.733333333333334,2360.0,73.66666666666669,B
A05840,SOLVE147,361,371.0,40.0,0.038,618.0,57620.0,3.8,109.4,4840.0,145.2,B,500–1000,82,A,201.3059764705882,A,A,366.0,595.2666666666665,3.600000000000001,0.022000000000000002,25.0,59660.0,41.4,2353.3333333333335,73.13333333333335,B
A07633,SOLVE147,371,381.0,4.8,0.01,746.6,56400.0,2.6,8.6,660.0,37.0,B,500–1000,82,A,254.03247058823524,A,A,376.0,545.1999999999999,3.066666666666667,0.019,17.466666666666665,51340.0,40.6,1920.0,69.93333333333335,B
A07760,SOLVE147,381,391.0,7.6,0.009,271.0,40000.0,2.8,3.8,260.0,27.6,B,250–500,82,A,91.0864,A,A,386.0,475.8,2.9333333333333336,0.008666666666666666,6.666666666666667,47106.666666666664,5.733333333333333,400.0,30.200000000000017,B
A08015,SOLVE147,391,401.0,7.6,0.007,409.8,44920.0,3.4,4.8,280.0,26.0,B,250–500,82,A,138.56837647058825,A,A,396.0,351.40000000000003,4.133333333333334,0.007333333333333334,7.199999999999999,44533.333333333336,5.466666666666666,433.3333333333333,31.133333333333354,B
A08202,SOLVE147,401,411.0,6.4,0.006,373.4,48680.0,6.2,7.8,760.0,39.8,B,250–500,82,A,127.05289411764706,A,A,406.0,313.53333333333336,3.6,0.005166666666666667,6.533333333333334,46760.0,4.666666666666666,386.6666666666667,29.733333333333352,B
A08557,SOLVE147,411,421.0,5.6,0.0025,157.4,46680.0,1.2,1.4,120.0,23.4,B,100–250,82,B,52.50635294117647,B,B,416.0,301.2,4.000000000000001,0.003666666666666667,5.466666666666666,51253.333333333336,6.066666666666666,1873.3333333333333,33.133333333333354,B
A08553,SOLVE147,421,431.0,4.4,0.0025,372.8,58400.0,4.6,9.0,4740.0,36.2,B,250–500,82,A,127.02635294117647,A,A,426.0,398.8666666666666,5.466666666666668,0.005333333333333333,4.933333333333334,52540.0,6.066666666666666,5500.0,29.60000000000002,B
A07537,SOLVE147,431,441.0,4.8,0.011,666.4,48938.54116116503,10.6,7.8,11640.0,29.2,B,500–1000,82,A,228.3644235294117,A,A,436.0,631.1999999999999,8.066666666666668,0.008833333333333334,5.266666666666667,58750.0,10.133333333333333,6060.0,33.066666666666684,B
A07353,SOLVE147,441,451.0,6.6,0.013,854.4,59100.0,9.0,13.6,1800.0,33.8,B,500–1000,82,A,291.7012705882353,A,A,446.0,626.1333333333333,8.4,0.008833333333333334,5.933333333333333,58050.0,8.6,4633.333333333333,30.400000000000016,A
A08543,SOLVE147,451,461.0,6.4,0.0025,357.6,57000.0,5.6,4.4,460.0,28.2,B,250–500,82,A,121.53458823529411,A,A,456.0,670.0,7.933333333333334,0.007833333333333333,5.666666666666667,59446.666666666664,10.399999999999999,1026.6666666666667,30.466666666666683,B
A07883,SOLVE147,461,471.0,4.0,0.008,798.0,62240.0,9.2,13.2,820.0,29.4,B,500–1000,82,A,273.1732705882353,A,A,466.0,580.6666666666666,6.466666666666666,0.0055000000000000005,4.666666666666667,60580.0,8.466666666666667,586.6666666666666,31.000000000000014,B
A08186,SOLVE147,471,481.0,3.6,0.006,586.4,62500.0,4.6,7.8,480.0,35.4,B,500–1000,82,A,200.10936470588234,A,A,476.0,545.2,6.066666666666667,0.0055000000000000005,3.6,60606.666666666664,8.333333333333334,526.6666666666666,32.40000000000001,B
A08526,SOLVE147,481,491.0,3.2,0.0025,251.2,57080.0,4.4,4.0,280.0,32.4,B,250–500,82,A,85.8075294117647,A,A,486.0,323.26666666666665,3.9333333333333336,0.0048333333333333344,5.533333333333334,52100.0,4.933333333333334,1093.3333333333333,34.13333333333335,B
A08182,SOLVE147,491,501.0,9.8,0.006,132.2,36720.0,2.8,3.0,2520.0,34.6,A,100–250,82,B,43.1611294117647,B,B,496.0,152.86666666666665,3.8000000000000007,0.0036666666666666675,9.466666666666667,38860.0,3.266666666666667,2766.6666666666665,32.933333333333344,A
A08515,SOLVE147,501,511.0,15.4,0.0025,75.2,22780.0,4.2,2.8,5500.0,31.8,A,<100,82,B,22.560470588235297,B,B,506.0,85.06666666666666,3.6,0.0036666666666666675,12.466666666666669,27560.0,2.9333333333333336,4160.0,39.466666666666676,A
A08508,SOLVE147,511,521.0,12.2,0.0025,47.8,23180.0,3.8,3.0,4460.0,52.0,A,<100,82,B,13.955764705882352,B,B,516.0,139.6,3.866666666666667,0.0036666666666666675,12.733333333333333,31820.0,4.066666666666666,3613.3333333333335,43.40000000000001,A
A08175,SOLVE147,521,531.0,10.6,0.006,295.8,49500.0,3.6,6.4,880.0,46.4,A,250–500,82,A,98.93995294117649,A,A,526.0,271.1333333333334,3.933333333333334,0.0051666666666666675,11.200000000000001,39173.333333333336,3.933333333333333,1893.3333333333333,42.600000000000016,A
A07992,SOLVE147,531,541.0,10.8,0.007,469.8,44840.0,4.4,2.4,340.0,29.4,A,250–500,82,A,158.42249411764703,A,A,536.0,346.1333333333334,4.466666666666668,0.007,10.066666666666668,46486.666666666664,4.133333333333334,466.6666666666667,35.20000000000001,A
A07869,SOLVE147,541,551.0,8.8,0.008,272.8,45120.0,5.4,3.6,180.0,29.8,A,250–500,82,A,91.94032941176468,A,A,546.0,327.3333333333333,3.8000000000000007,0.011000000000000001,8.466666666666667,47026.666666666664,2.9333333333333336,206.66666666666666,31.00000000000001,A
A06954,SOLVE147,551,561.0,5.8,0.018,239.4,51120.0,1.6,2.8,100.0,33.8,A,100–250,82,A,80.51868235294118,A,A,556.0,321.6666666666667,3.4666666666666672,0.017333333333333336,7.133333333333333,50426.666666666664,3.266666666666666,226.66666666666666,31.600000000000012,A
A06440,SOLVE147,561,571.0,6.8,0.026,452.8,55040.0,3.4,3.4,400.0,31.2,A,250–500,82,A,153.44959999999998,A,A,566.0,325.40000000000003,3.9333333333333336,0.02266666666666667,6.666666666666667,54633.333333333336,3.266666666666667,506.6666666666667,34.066666666666684,A
A06558,SOLVE147,571,581.0,7.4,0.024,284.0,57740.0,6.8,3.6,1020.0,37.2,A,250–500,82,A,96.42334117647059,A,A,576.0,350.1333333333334,4.733333333333334,0.021333333333333333,6.666666666666667,57393.333333333336,4.133333333333334,760.0,36.13333333333335,A
A07263,SOLVE147,581,591.0,5.8,0.014,313.6,59400.0,4.0,5.4,860.0,40.0,A,250–500,82,A,106.34145882352942,A,A,586.0,301.8666666666667,6.866666666666667,0.018000000000000002,6.2,58800.0,4.533333333333333,766.6666666666666,39.933333333333344,A
A07100,SOLVE147,591,601.0,5.4,0.016,308.0,59260.0,9.8,4.6,420.0,42.6,A,250–500,82,A,105.76301176470587,A,A,596.0,280.40000000000003,7.000000000000001,0.015,6.2,56306.666666666664,6.066666666666666,940.0,43.80000000000001,A
A07181,SOLVE147,601,611.0,7.4,0.015,219.6,50260.0,7.2,8.2,1540.0,48.8,A,100–250,82,A,74.53458823529412,A,A,606.0,266.73333333333335,7.066666666666667,0.018333333333333337,10.933333333333332,49640.0,6.8,4266.666666666667,67.06666666666668,A
A06555,SOLVE147,611,621.0,20.0,0.024,272.6,39400.0,4.2,7.6,10840.0,109.8,A,250–500,82,A,88.72216470588235,A,A,616.0,175.4,5.133333333333334,0.021,12.866666666666667,38566.666666666664,6.133333333333333,5573.333333333333,65.33333333333336,A
A06554,SOLVE147,621,631.0,11.2,0.024,34.0,26040.0,4.0,2.6,4340.0,37.4,A,<100,82,B,9.55275294117647,B,B,626.0,185.20000000000002,5.400000000000001,0.022333333333333334,13.6,33720.0,6.466666666666666,6026.666666666667,66.13333333333334,A
A06877,SOLVE147,631,641.0,9.6,0.019,249.0,35720.0,8.0,9.2,2900.0,51.2,A,100–250,82,A,84.16592941176471,A,A,636.0,249.9333333333333,6.9333333333333345,0.022333333333333334,8.0,36940.0,4.666666666666667,2493.3333333333335,42.133333333333354,A
A06553,SOLVE147,641,651.0,3.2,0.024,466.8,49060.0,8.8,2.2,240.0,37.8,A,250–500,82,A,160.30098823529408,A,A,646.0,259.46666666666664,9.600000000000001,0.018333333333333337,6.533333333333334,42240.0,4.866666666666666,1460.0,40.666666666666686,A
A07429,SOLVE147,651,661.0,6.8,0.012,62.6,41940.0,12.0,3.2,1240.0,33.0,A,<100,82,B,22.141082352941176,B,B,656.0,214.33333333333334,8.266666666666667,0.024333333333333332,5.466666666666666,48320.0,2.866666666666667,526.6666666666666,34.53333333333335,A
A05854,SOLVE147,661,671.0,6.4,0.037,113.6,53960.0,4.0,3.2,100.0,32.8,A,100–250,82,B,37.9552,B,B,666.0,122.0,6.666666666666667,0.021,6.466666666666668,48506.666666666664,3.0,693.3333333333334,30.600000000000012,A
A07247,SOLVE147,671,681.0,6.2,0.014,189.8,49620.0,4.0,2.6,740.0,26.0,A,100–250,82,A,64.00028235294118,A,A,676.0,234.26666666666665,3.7333333333333343,0.021333333333333333,6.266666666666667,49120.0,3.1999999999999997,606.6666666666666,26.466666666666686,A
A07334,SOLVE147,681,691.0,6.2,0.013,399.4,43780.0,3.2,3.8,980.0,20.6,A,250–500,82,A,135.34127058823526,A,A,686.0,258.6,2.933333333333334,0.011333333333333334,6.8,46466.666666666664,4.066666666666666,1866.6666666666667,30.40000000000002,A
A07969,SOLVE147,691,701.0,8.0,0.007,186.6,46000.0,1.6,5.8,3880.0,44.6,A,100–250,82,A,61.93308235294117,A,A,696.0,309.8,7.733333333333334,0.012000000000000002,6.533333333333334,44760.0,5.466666666666666,2226.6666666666665,39.86666666666668,A
A07083,SOLVE147,701,711.0,5.4,0.016,343.4,44500.0,18.4,6.8,1820.0,54.4,A,250–500,82,A,119.66183529411762,A,A,706.0,317.2,21.133333333333336,0.015,7.733333333333334,46140.0,7.599999999999999,4553.333333333333,143.8,A
A06660,SOLVE147,711,721.0,9.8,0.022,421.6,47920.0,43.4,10.2,7960.0,332.4,A,250–500,82,A,150.4982588235294,A,A,716.0,394.1333333333334,35.53333333333333,0.016,7.133333333333334,45160.0,59.333333333333336,3460.0,215.20000000000002,A
A07586,SOLVE147,721,731.0,6.2,0.01,417.4,43060.0,44.8,161.0,600.0,258.8,A,250–500,82,A,150.29129411764703,A,A,726.0,387.3333333333333,41.599999999999994,0.016666666666666666,8.266666666666667,46046.666666666664,58.4,2993.3333333333335,211.0666666666667,A
A06924,SOLVE147,731,741.0,8.8,0.018,323.0,47160.0,36.6,4.0,420.0,42.0,A,250–500,82,A,115.67632941176468,A,A,736.0,452.1333333333334,39.0,0.020666666666666667,8.933333333333335,47033.333333333336,56.800000000000004,840.0,111.2666666666667,A
A05996,SOLVE147,741,751.0,11.8,0.034,616.0,50880.0,35.6,5.4,1500.0,33.0,A,500–1000,82,A,214.65581176470585,A,A,746.0,520.0666666666667,53.666666666666664,0.043333333333333335,9.066666666666668,47246.666666666664,4.6000000000000005,846.6666666666666,35.20000000000002,A
A04550,SOLVE147,751,761.0,6.6,0.078,621.2,43700.0,88.8,4.4,620.0,30.6,A,500–1000,82,A,229.04997647058826,A,A,756.0,504.8,51.400000000000006,0.04733333333333334,8.0,45026.666666666664,4.4,793.3333333333334,32.26666666666669,A
A06208,SOLVE147,761,771.0,5.6,0.03,277.2,40500.0,29.8,3.4,260.0,33.2,A,250–500,82,A,99.44094117647059,A,A,766.0,621.6,71.33333333333333,0.06266666666666666,6.066666666666667,44460.0,6.933333333333334,1206.6666666666667,39.066666666666684,A
A04503,SOLVE147,771,781.0,6.0,0.08,966.4,49180.0,95.4,13.0,2740.0,53.4,A,500–1000,82,A,348.3774117647059,A,A,776.0,581.5333333333333,76.13333333333334,0.05933333333333333,6.866666666666667,48373.333333333336,11.799999999999999,3300.0,54.26666666666669,A
A04773,SOLVE147,781,791.0,9.0,0.068,501.0,55440.0,103.2,19.0,6900.0,76.2,A,500–1000,82,A,190.4669176470588,A,A,786.0,774.7999999999998,116.66666666666667,0.09066666666666667,13.600000000000001,54453.333333333336,23.133333333333336,7280.0,87.40000000000002,A
A03698,SOLVE147,791,801.0,25.8,0.124,857.0,58740.0,151.4,37.4,12200.0,132.6,A,500–1000,82,A,317.7951058823529,A,A,796.0,735.9333333333334,124.93333333333334,0.08866666666666666,17.866666666666667,57093.333333333336,30.399999999999995,11180.0,139.73333333333335,A
A04628,SOLVE147,801,811.0,18.8,0.074,849.8,57100.0,120.2,34.8,14440.0,210.4,A,500–1000,82,A,310.5339294117647,A,A,806.0,726.0,107.13333333333334,0.08266666666666665,17.666666666666668,57246.666666666664,25.13333333333333,9766.666666666666,128.4,A
A05319,SOLVE147,811,821.0,8.4,0.05,471.2,55900.0,49.8,3.2,2660.0,42.2,A,250–500,82,A,169.1435294117647,A,A,816.0,705.0,76.06666666666666,0.06,10.533333333333333,53393.333333333336,13.533333333333331,6100.0,94.93333333333335,A
A05119,SOLVE147,821,831.0,4.4,0.056,794.0,47180.0,58.2,2.6,1200.0,32.2,A,500–1000,82,A,282.0905411764706,A,A,826.0,632.6,53.99999999999999,0.053,6.4,51540.0,2.8999999999999986,1930.0,37.20000000000003,A
A08741,SOLVE149,131,141.0,75.0,0.0025,51.6,39880.0,1.0,7.0,1480.0,62.6,B,<100,83,B,-1.5948235294117656,B,B,136.0,50.7,1.0,0.00425,77.0,40820.0,8.4,1940.0,74.3,B
A08298,SOLVE149,141,151.0,79.0,0.006,49.8,41760.0,1.0,9.8,2400.0,86.0,B,<100,83,B,-3.2435764705882373,B,B,146.0,52.53333333333333,1.0666666666666667,0.003666666666666667,77.53333333333333,41966.666666666664,8.066666666666668,3586.6666666666665,81.86666666666666,B
A08732,SOLVE149,151,161.0,78.6,0.0025,56.2,44260.0,1.2,7.4,6880.0,97.0,B,<100,83,B,-0.9148235294117643,B,B,156.0,53.6,1.0666666666666667,0.004833333333333334,75.8,43866.666666666664,7.800000000000001,5906.666666666667,87.0,B
A08294,SOLVE149,161,171.0,69.8,0.006,54.8,45580.0,1.0,6.2,8440.0,78.0,B,<100,83,B,0.8434823529411747,B,B,166.0,193.4,2.2666666666666666,0.005833333333333334,69.06666666666666,47186.666666666664,6.6000000000000005,12420.0,82.93333333333334,B
A07801,SOLVE149,171,181.0,58.8,0.009,469.2,51720.0,4.6,6.2,21940.0,73.8,B,250–500,83,A,145.8369882352941,A,A,176.0,615.8000000000001,2.1999999999999997,0.005833333333333333,54.93333333333334,44653.333333333336,4.8,14473.333333333334,73.06666666666666,B
A08722,SOLVE149,181,191.0,36.2,0.0025,1323.4,36660.0,1.0,2.0,13040.0,67.4,B,1000–2000,83,A,442.3557647058824,A,A,186.0,720.9333333333334,2.1999999999999997,0.021500000000000002,67.2,52320.0,3.733333333333333,27326.666666666668,80.33333333333333,B
A05230,SOLVE149,191,201.0,106.6,0.053,370.2,68580.0,1.0,3.0,47000.0,99.8,B,250–500,83,A,98.93468235294118,A,A,196.0,10495.8,38.53333333333333,0.6445,117.8,111746.66666666667,3.6666666666666665,88380.0,83.33333333333333,B
A00083,SOLVE149,201,211.0,210.6,1.878,29793.8,230000.0,113.6,6.0,205100.0,82.8,B,>4000,83,A,10134.845270588234,A,A,206.0,10637.733333333332,56.53333333333333,0.6890000000000001,155.2,172093.33333333334,4.6000000000000005,156566.66666666666,69.0,B
A03560,SOLVE149,211,221.0,148.4,0.136,1749.2,217700.0,55.0,4.8,217600.0,24.4,B,1000–2000,83,A,570.0491294117646,A,A,216.0,10918.666666666666,95.60000000000001,0.6846666666666668,157.33333333333334,202740.0,5.133333333333333,192240.0,50.73333333333333,B
A05752,SOLVE149,221,231.0,113.0,0.04,1213.0,160520.0,118.2,4.6,154020.0,45.0,B,1000–2000,83,A,409.6381176470588,A,A,226.0,1000.1333333333333,60.4,0.061000000000000006,96.53333333333332,136473.33333333334,3.933333333333333,129786.66666666667,36.6,B
A08070,SOLVE149,231,241.0,28.2,0.007,38.2,31200.0,8.0,2.4,17740.0,40.4,B,<100,83,B,7.42955294117647,B,B,236.0,427.4666666666667,42.93333333333334,0.0165,54.0,73840.0,2.933333333333333,61953.333333333336,38.666666666666664,B
A08701,SOLVE149,241,251.0,20.8,0.0025,31.2,29800.0,2.6,1.8,14100.0,30.6,B,<100,83,B,5.812235294117648,B,B,246.0,34.53333333333334,4.666666666666667,0.004,24.733333333333334,31273.333333333332,2.3333333333333335,16793.333333333332,35.73333333333334,B
A08699,SOLVE149,251,261.0,25.2,0.0025,34.2,32820.0,3.4,2.8,18540.0,36.2,B,<100,83,B,5.866352941176472,B,B,256.0,24.333333333333332,3.8666666666666667,0.004666666666666666,25.933333333333334,33253.333333333336,3.8666666666666667,17580.0,37.46666666666667,B
A07789,SOLVE149,261,271.0,31.8,0.009,7.6,37140.0,5.6,7.0,20100.0,45.6,B,<100,83,B,-4.450070588235295,B,B,266.0,23.400000000000002,4.3999999999999995,0.004666666666666667,24.266666666666666,27853.333333333332,4.066666666666667,13746.666666666666,37.400000000000006,B
A08693,SOLVE149,271,281.0,15.8,0.0025,28.4,13600.0,4.2,2.4,2600.0,30.4,B,<100,83,B,6.489882352941176,B,B,276.0,143.06666666666666,21.733333333333334,0.012166666666666668,22.46666666666667,28326.666666666668,4.2,12580.0,36.8,B
A06513,SOLVE149,281,291.0,19.8,0.025,393.2,34240.0,55.4,3.2,15040.0,34.4,B,250–500,83,A,140.76235294117646,A,A,286.0,335.8666666666666,20.599999999999998,0.012500000000000002,20.0,24680.0,2.9333333333333336,6893.333333333333,36.46666666666667,B
A07663,SOLVE149,291,301.0,24.4,0.01,586.0,26200.0,2.2,3.2,3040.0,44.6,B,500–1000,83,A,194.08188235294116,A,A,296.0,330.59999999999997,19.533333333333335,0.01966666666666667,21.2,30306.666666666668,3.6,9473.333333333334,36.8,B
A06593,SOLVE149,301,311.0,19.4,0.024,12.6,30480.0,1.0,4.4,10340.0,31.4,B,<100,83,B,-0.5060705882352945,B,B,306.0,271.5333333333333,1.4000000000000001,0.014,20.133333333333333,26033.333333333332,4.066666666666667,5146.666666666667,36.733333333333334,B
A07915,SOLVE149,311,321.0,16.6,0.008,216.0,21420.0,1.0,4.6,2060.0,34.2,B,100–250,83,A,69.61091764705881,A,A,316.0,107.59999999999997,1.0,0.015333333333333336,16.400000000000002,29806.666666666668,4.666666666666667,9133.333333333334,30.799999999999997,B
A07296,SOLVE149,321,331.0,13.2,0.014,94.2,37520.0,1.0,5.0,15000.0,26.8,B,<100,83,B,28.93675294117647,B,B,326.0,108.3333333333333,1.1333333333333333,0.00816666666666667,13.866666666666667,29133.333333333332,5.266666666666667,10326.666666666666,27.600000000000005,B
A08659,SOLVE149,331,341.0,11.8,0.0025,14.8,28460.0,1.4,6.2,13920.0,21.8,B,<100,83,B,2.2922352941176465,B,B,336.0,57.866666666666625,1.1333333333333333,0.007833333333333336,19.533333333333335,35340.0,5.6000000000000005,16920.0,29.933333333333337,B
A08050,SOLVE149,341,351.0,33.6,0.007,64.6,40040.0,1.0,5.6,21840.0,41.2,B,<100,83,B,13.556611764705881,B,B,346.0,43.533333333333296,1.1333333333333333,0.005166666666666669,17.400000000000002,33073.333333333336,6.266666666666667,12926.666666666666,32.93333333333334,B
A08259,SOLVE149,351,361.0,6.8,0.006,51.2,30720.0,1.0,7.0,3020.0,35.8,B,<100,83,B,15.921129411764703,B,B,356.0,44.1333333333333,1.0,0.012000000000000002,15.533333333333333,38106.666666666664,5.6000000000000005,9413.333333333334,40.46666666666666,B
A06629,SOLVE149,361,371.0,6.2,0.023,16.6,43560.0,1.0,4.2,3380.0,44.4,B,<100,83,B,4.274917647058824,B,B,366.0,42.599999999999966,1.0,0.012333333333333335,7.733333333333333,34900.0,5.666666666666667,2720.0,41.13333333333333,B
A07903,SOLVE149,371,381.0,10.2,0.008,60.0,30420.0,1.0,5.8,1760.0,43.2,B,<100,83,B,18.043858823529412,B,B,376.0,28.19999999999996,1.0,0.013666666666666669,8.266666666666666,32680.0,5.466666666666666,2393.3333333333335,36.266666666666666,B
A07651,SOLVE149,381,391.0,8.4,0.01,8.0,24060.0,1.0,6.4,2040.0,21.2,B,<100,83,B,0.7689411764705879,B,B,386.0,24.799999999999965,1.1333333333333333,0.010000000000000002,15.333333333333334,28106.666666666668,7.066666666666666,2206.6666666666665,35.333333333333336,B
A07469,SOLVE149,391,401.0,27.4,0.012,6.4,29840.0,1.4,9.0,2820.0,41.6,B,<100,83,B,-4.609505882352941,B,B,396.0,107.3333333333333,1.4000000000000001,0.009333333333333336,14.133333333333331,25126.666666666668,8.066666666666666,3533.3333333333335,30.866666666666664,B
A08239,SOLVE149,401,411.0,6.6,0.006,307.6,21480.0,1.8,8.8,5740.0,29.8,B,250–500,83,A,103.61995294117648,A,A,406.0,562.8666666666667,1.9333333333333333,0.02466666666666667,12.999999999999998,29000.0,8.4,4993.333333333333,33.0,B
A05156,SOLVE149,411,421.0,5.0,0.056,1374.6,35680.0,2.6,7.4,6420.0,27.6,B,1000–2000,83,A,468.2481882352941,A,A,416.0,657.692517,1.8,0.03413605433333333,5.799999999999997,30156.05442333333,7.753741496666667,4391.428571333333,26.942857143333338,B
A05680,SOLVE149,421,431.0,18.13037279967789,0.040408163,290.877551,33308.16327,1.0,7.06122449,1014.285714,23.42857143,B,250–500,83,A,134.191992216,A,A,426.0,593.692517,1.5333333333333332,0.03296938766666666,5.0,36002.72109,5.620408163333334,2521.4285713333334,24.742857143333335,B
