,Unique_ID,holeid,from,to,As,Au,Pb,Fe,Mo,Cu,S,Zn,Class,x_pos
2130,A03976,SOLVE144W1,691,701.0,2.8,0.106,2036.0,42340.0,51.8,3.8,2280.0,25.0,A,79
2131,A03973,SOLVE144W1,701,711.0,2.2,0.106,1504.8,30940.0,140.8,4.4,2180.0,31.4,A,79
2132,A04014,SOLVE144W1,711,721.0,1.0,0.104,2107.0,52380.0,29.0,4.0,3340.0,33.6,A,79
2133,A03813,SOLVE145,171,181.0,222.8,0.116,2370.6,45200.0,,10.0,31180.0,87.8,B,80
2134,A05287,SOLVE145,181,191.0,133.4,0.052,521.8,47420.0,3.4,13.8,35140.0,80.8,B,80
2135,A05592,SOLVE145,191,201.0,105.4,0.043,2198.6,50860.0,5.2,11.2,29480.0,82.8,B,80
2136,A06764,SOLVE145,201,211.0,40.2,0.021,1509.0,50100.0,4.0,17.2,29740.0,101.6,B,80
2137,A07922,SOLVE145,211,221.0,27.6,0.008,4111.0,38660.0,7.4,10.2,14700.0,53.0,B,80
2138,A08703,SOLVE145,221,231.0,28.6,0.0025,312.0,19980.0,6.0,7.8,3600.0,39.4,B,80
2139,A07919,SOLVE145,231,241.0,24.8,0.008,1750.8,28960.0,5.2,5.2,9660.0,49.0,B,80
2140,A05158,SOLVE145,241,251.0,127.8,0.056,492.2,101060.0,8.4,6.6,97120.0,48.8,B,80
2141,A02843,SOLVE145,251,261.0,255.2,0.203,,130580.0,25.2,9.8,119340.0,105.4,B,80
2142,A05961,SOLVE145,261,271.0,84.2,0.035,334.6,66180.0,1.4,5.2,40780.0,46.2,B,80
2143,A06353,SOLVE145,271,281.0,94.2,0.028,29.0,96200.0,1.2,5.0,76540.0,58.2,B,80
2144,A07660,SOLVE145,281,291.0,29.6,0.01,22.0,20940.0,24.8,3.6,8900.0,36.4,B,80
2145,A06633,SOLVE145,291,301.0,26.6,0.023,7.0,26920.0,1.6,1.8,4140.0,44.6,B,80
2146,A05942,SOLVE145,301,311.0,22.6,0.036,32.0,28400.0,1.0,2.0,8420.0,37.8,B,80
2147,A06070,SOLVE145,311,321.0,28.4,0.033,20.6,39140.0,1.4,4.0,25260.0,35.0,B,80
2148,A07911,SOLVE145,321,331.0,30.2,0.008,13.4,32140.0,2.2,6.0,17420.0,38.8,B,80
2149,A07045,SOLVE145,331,341.0,23.0,0.017,59.4,27160.0,4.8,2.2,5720.0,44.6,B,80
2150,A08258,SOLVE145,341,351.0,17.6,0.006,10.0,21920.0,2.6,3.8,8880.0,34.2,B,80
2151,A07656,SOLVE145,351,361.0,12.6,0.01,21.4,13760.0,5.4,5.4,2900.0,79.4,B,80
2152,A07653,SOLVE145,361,371.0,30.8,0.01,29.0,37580.0,3.6,4.4,24040.0,30.4,B,80
2153,A08633,SOLVE145,371,381.0,7.6,0.0025,9.4,16920.0,2.8,32.6,1540.0,44.2,B,80
2154,A08040,SOLVE145,381,391.0,7.4,0.007,18.4,26180.0,1.6,3.2,2500.0,61.4,B,80
2155,A07547,SOLVE145,391,401.0,10.2,0.011,90.8,56300.0,1.0,3.0,6460.0,67.6,B,80
2156,A08038,SOLVE145,401,411.0,12.0,0.007,153.4,55440.0,1.0,5.2,22020.0,73.8,B,80
2157,A08618,SOLVE145,411,421.0,17.2,0.0025,11.8,33060.0,1.4,12.6,12920.0,51.8,B,80
2158,A08034,SOLVE145,421,431.0,11.0,0.007,13.0,23480.0,1.4,5.6,1400.0,46.6,B,80
2159,A08231,SOLVE145,431,441.0,12.6,0.006,13.8,23020.0,1.0,8.2,1240.0,37.6,B,80
2160,A08030,SOLVE145,441,451.0,7.2,0.007,121.6,24880.0,1.0,3.4,640.0,34.0,B,80
2161,A08600,SOLVE145,451,461.0,10.4,0.0025,26.2,31860.0,1.0,4.6,2700.0,51.0,B,80
2162,A08595,SOLVE145,461,471.0,5.2,0.0025,24.2,18900.0,1.2,3.8,1020.0,35.0,B,80
2163,A08592,SOLVE145,471,481.0,3.2,0.0025,7.6,11140.0,1.0,3.2,120.0,19.2,B,80
2164,A08586,SOLVE145,481,491.0,10.8,0.0025,59.6,21000.0,1.0,1.4,120.0,23.8,B,80
2165,A06893,SOLVE145,491,501.0,13.4,0.019,660.6,24860.0,1.0,3.2,1460.0,25.8,B,80
2166,A08578,SOLVE145,501,511.0,14.0,0.0025,436.6,18600.0,3.8,4.0,4080.0,36.2,B,80
2167,A08573,SOLVE145,511,521.0,6.4,0.0025,344.0,22900.0,6.6,3.2,1400.0,41.2,B,80
2168,A07540,SOLVE145,521,531.0,10.0,0.011,509.4,,3.2,8.0,4920.0,39.4,B,80
2169,A07279,SOLVE145,531,541.0,22.2,0.014,432.6,47920.0,2.2,7.4,12640.0,36.4,B,80
2170,A07759,SOLVE145,541,551.0,3.6,0.009,448.4,46160.0,3.6,12.2,18400.0,42.8,B,80
2171,A08008,SOLVE145,551,561.0,4.2,0.007,540.4,48800.0,1.4,3.0,840.0,25.8,B,80
2172,A08005,SOLVE145,561,571.0,5.0,0.007,137.6,44440.0,1.4,2.0,300.0,32.8,B,80
2173,A07754,SOLVE145,571,581.0,4.8,0.009,469.0,42860.0,8.6,3.4,1020.0,31.8,B,80
2174,A07624,SOLVE145,581,591.0,11.6,0.01,516.0,41120.0,4.8,5.6,1680.0,33.0,B,80
2175,A07998,SOLVE145,591,601.0,5.0,0.007,389.4,31200.0,1.4,4.6,1020.0,32.8,B,80
2176,A08524,SOLVE145,601,611.0,5.2,0.0025,217.4,31800.0,5.0,2.8,360.0,34.8,A,80
2177,A07347,SOLVE145,611,621.0,4.4,0.013,909.6,34540.0,9.8,7.0,1180.0,30.8,A,80
2178,A08178,SOLVE145,621,631.0,5.2,0.006,512.6,43300.0,8.4,6.6,660.0,24.4,A,80
2179,A08173,SOLVE145,631,641.0,3.8,0.006,433.4,42180.0,6.4,4.6,520.0,21.4,A,80
2180,A07742,SOLVE145,641,651.0,4.4,0.009,623.6,42640.0,20.6,4.4,880.0,19.6,A,80
2181,A03759,SOLVE145,651,661.0,4.6,0.12,940.8,39060.0,4.2,4.0,980.0,18.6,A,80
2182,A07986,SOLVE145,661,671.0,6.6,0.007,344.0,43100.0,3.6,4.0,280.0,23.2,A,80
2183,A07855,SOLVE145,671,681.0,4.8,0.008,547.6,58620.0,4.8,5.0,440.0,28.8,A,80
2184,A06680,SOLVE145,681,691.0,15.4,0.022,1188.0,50620.0,5.2,11.2,2740.0,32.6,A,80
2185,A05907,SOLVE145,691,701.0,24.8,0.036,1881.8,63280.0,12.4,13.8,3860.0,44.8,A,80
2186,A07604,SOLVE145,701,711.0,4.4,0.01,370.8,56040.0,12.4,3.4,280.0,31.6,A,80
2187,A07172,SOLVE145,711,721.0,3.6,0.015,182.0,47360.0,3.0,1.6,140.0,31.2,A,80
2188,A06807,SOLVE145,721,731.0,5.2,0.02,396.8,56080.0,13.2,2.8,300.0,28.2,A,80
2189,A06427,SOLVE145,731,741.0,8.4,0.026,642.4,46640.0,8.2,4.0,700.0,32.8,A,80
2190,A06667,SOLVE145,741,751.0,10.6,0.022,972.8,38820.0,88.2,4.8,1060.0,46.0,A,80
2191,A06932,SOLVE145,751,761.0,6.0,0.018,385.4,53420.0,9.2,2.2,280.0,36.2,A,80
2192,A07511,SOLVE145,761,771.0,8.8,0.011,494.8,,5.4,3.0,640.0,43.0,A,80
2193,A07410,SOLVE145,771,781.0,14.0,0.012,496.6,54380.0,6.0,4.4,4320.0,57.2,A,80
2194,A07834,SOLVE145,781,791.0,5.2,0.008,244.8,50680.0,4.2,2.0,320.0,49.4,A,80
2195,A07322,SOLVE145,791,801.0,3.2,0.013,348.0,61580.0,5.0,2.8,160.0,51.6,A,80
2196,A05803,SOLVE145,801,811.0,2.4,0.038,1310.0,50620.0,15.2,2.8,1660.0,39.8,A,80
2197,A07501,SOLVE145,811,821.0,6.6,0.011,593.6,,5.6,3.6,1140.0,48.6,A,80
2198,A05796,SOLVE145,821,831.0,5.2,0.038,1005.0,66260.0,4.0,2.2,940.0,42.6,A,80
2199,A04280,SOLVE145,831,841.0,23.2,0.09,2699.6,53720.0,45.8,49.4,20240.0,135.6,A,80
2200,A06302,SOLVE145,841,851.0,6.8,0.028,1804.8,37220.0,35.2,3.4,7420.0,39.4,A,80
2201,A06487,SOLVE145,851,861.0,5.0,0.025,1453.4,40660.0,31.8,2.6,2440.0,37.0,A,80
2202,A08363,SOLVE145,861,871.0,2.4,0.0025,384.0,50640.0,47.6,4.6,460.0,44.8,A,80
2203,A06193,SOLVE145,871,881.0,2.6,0.03,1046.4,49280.0,47.8,1.6,920.0,28.8,A,80
2204,A06051,SOLVE145,881,891.0,3.6,0.033,1472.4,48860.0,34.4,2.2,2040.0,30.4,A,80
2205,A04760,SOLVE145,891,901.0,5.2,0.068,2087.0,55400.0,73.6,11.8,2820.0,35.2,A,80
2206,A08226,SOLVE146,151,161.0,17.0,0.006,364.4,37520.0,1.0,3.8,920.0,36.4,B,81
2207,A07463,SOLVE146,161,171.0,14.6,0.012,1088.8,50860.0,1.0,3.8,1700.0,42.6,B,81
2208,A08222,SOLVE146,171,181.0,16.8,0.006,52.6,27220.0,1.0,9.8,1760.0,71.2,B,81
2209,A07894,SOLVE146,181,191.0,7.4,0.008,936.2,32940.0,1.0,2.8,1500.0,24.2,B,81
2210,A07283,SOLVE146,191,201.0,7.4,0.014,305.2,22380.0,1.0,5.4,2500.0,28.0,B,81
2211,A08572,SOLVE146,201,211.0,2.0,0.0025,19.4,5700.0,4.8,14.2,1480.0,18.6,B,81
2212,A08568,SOLVE146,211,221.0,5.8,0.0025,151.4,33700.0,1.0,6.6,3120.0,38.4,B,81
2213,A08018,SOLVE146,221,231.0,4.6,0.007,142.8,38040.0,1.2,5.4,8000.0,32.4,B,81
2214,A06827,SOLVE146,231,241.0,7.4,0.02,10.4,16940.0,4.2,10.6,11400.0,39.0,B,81
2215,A06341,SOLVE146,241,251.0,29.4,0.028,25.2,17560.0,1.2,5.2,8000.0,48.0,B,81
2216,A05956,SOLVE146,251,261.0,10.0,0.035,41.6,17140.0,1.2,4.4,1310.0,38.2,B,81
2217,A07454,SOLVE146,261,271.0,4.6,0.012,,19220.0,1.2,7.8,280.0,39.6,B,81
2218,A06502,SOLVE146,271,281.0,11.8,0.025,274.8,58800.0,2.6,3.4,15560.0,40.2,B,81
2219,A07885,SOLVE146,281,291.0,8.4,0.008,135.8,49020.0,1.2,3.6,2460.0,36.6,B,81
2220,A06886,SOLVE146,291,301.0,1.8,0.019,161.0,75620.0,1.6,5.6,31260.0,32.6,B,81
2221,A07882,SOLVE146,301,311.0,6.0,0.008,267.0,53860.0,1.8,6.8,9700.0,45.4,B,81
2222,A06501,SOLVE146,311,321.0,7.2,0.025,122.6,26760.0,3.6,4.6,240.0,32.2,B,81
2223,A06884,SOLVE146,321,331.0,6.4,0.019,109.8,56980.0,1.0,2.4,140.0,47.4,B,81
2224,A07533,SOLVE146,331,341.0,3.8,0.011,393.4,,4.0,2.4,590.0,32.4,A,81
2225,A07749,SOLVE146,341,351.0,5.4,0.009,326.4,56740.0,2.6,3.0,1160.0,20.8,A,81
2226,A07530,SOLVE146,351,361.0,5.6,0.011,1061.6,,3.4,3.0,6100.0,26.2,A,81
2227,A04696,SOLVE146,361,371.0,5.4,0.072,7286.0,71100.0,18.0,3.2,9660.0,46.6,A,81
2228,A06958,SOLVE146,371,381.0,4.0,0.018,1191.8,69880.0,3.8,2.4,1160.0,32.0,A,81
2229,A07191,SOLVE146,381,391.0,3.4,0.015,654.6,60860.0,7.8,3.4,580.0,33.0,A,81
2230,A07269,SOLVE146,391,401.0,6.6,0.014,570.0,51240.0,3.8,2.4,650.0,49.2,A,81
2231,A07268,SOLVE146,401,411.0,9.4,0.014,835.8,41660.0,7.6,3.2,1520.0,50.4,A,81
2232,A03881,SOLVE146,411,421.0,10.2,0.112,496.6,44620.0,5.8,6.0,1200.0,67.8,A,81
2233,A07442,SOLVE146,421,431.0,9.2,0.012,91.4,46920.0,10.6,3.6,6000.0,77.2,A,81
2234,A08480,SOLVE146,431,441.0,7.4,0.0025,71.6,55340.0,17.0,3.6,1840.0,57.2,A,81
2235,A07985,SOLVE146,441,451.0,7.4,0.007,84.4,38500.0,21.0,5.4,7360.0,55.6,A,81
2236,A06746,SOLVE146,451,461.0,13.2,0.021,69.2,33000.0,3.0,70.0,5420.0,114.8,A,81
2237,A08473,SOLVE146,461,471.0,6.8,0.0025,73.8,31160.0,1.2,2.4,560.0,30.2,A,81
2238,A07981,SOLVE146,471,481.0,4.8,0.007,101.6,36740.0,4.8,2.2,1480.0,39.8,A,81
2239,A08467,SOLVE146,481,491.0,2.4,0.0025,169.2,40680.0,8.0,1.6,120.0,23.4,A,81
2240,A03125,SOLVE146,491,501.0,5.6,0.174,178.0,30980.0,7.0,1.8,620.0,29.2,A,81
2241,A07732,SOLVE146,501,511.0,7.2,0.009,185.4,39700.0,10.8,3.6,580.0,62.2,A,81
2242,A07730,SOLVE146,511,521.0,13.6,0.009,316.4,42880.0,17.0,3.8,1160.0,39.6,A,81
2243,A02328,SOLVE146,521,531.0,47.6,0.272,626.6,48100.0,10.8,59.6,9040.0,150.0,A,81
2244,A02810,SOLVE146,531,541.0,47.2,0.208,1190.2,48240.0,29.0,4.0,2480.0,26.6,A,81
2245,A05412,SOLVE146,541,551.0,26.6,0.048,1119.4,54100.0,8.6,4.0,2320.0,24.2,A,81
2246,A05411,SOLVE146,551,561.0,12.2,0.048,3143.2,46180.0,23.6,6.0,3540.0,35.2,A,81
2247,A04960,SOLVE146,561,571.0,29.2,0.062,2222.6,43780.0,31.8,4.0,6260.0,39.2,A,81
2248,A07424,SOLVE146,571,581.0,20.2,0.012,853.2,52100.0,7.6,4.4,2000.0,25.8,A,81
2249,A07596,SOLVE146,581,591.0,16.2,0.01,606.2,47740.0,7.0,4.6,480.0,22.0,A,81
2250,A07003,SOLVE146,591,601.0,13.8,0.017,451.8,47700.0,13.2,3.2,960.0,27.0,A,81
2251,A06802,SOLVE146,601,611.0,10.8,0.02,1233.8,52820.0,22.2,2.4,980.0,30.0,A,81
2252,A06870,SOLVE146,611,621.0,9.6,0.019,807.0,50380.0,31.4,7.2,1520.0,42.4,A,81
2253,A06006,SOLVE146,621,631.0,17.4,0.034,830.8,53320.0,34.2,3.4,1140.0,26.2,A,81
2254,A06796,SOLVE146,631,641.0,6.6,0.02,1142.2,54820.0,58.0,7.4,1240.0,40.2,A,81
2255,A06609,SOLVE146,641,651.0,5.8,0.023,711.2,52920.0,36.2,4.0,780.0,42.2,A,81
2256,A05999,SOLVE146,651,661.0,8.2,0.034,838.0,45580.0,26.2,4.2,760.0,26.4,A,81
2257,A05020,SOLVE146,661,671.0,7.2,0.06,918.8,45960.0,47.6,6.6,1060.0,27.4,A,81
2258,A04368,SOLVE146,671,681.0,11.0,0.086,1341.0,45360.0,99.8,6.4,2020.0,30.2,A,81
2259,A03785,SOLVE146,681,691.0,11.0,0.118,978.4,54360.0,12.6,8.6,3180.0,57.0,A,81
2260,A05010,SOLVE146,691,701.0,6.4,0.06,759.0,56520.0,79.6,5.8,10380.0,40.0,A,81
2261,A05322,SOLVE146,701,711.0,3.6,0.05,1362.4,57520.0,82.4,4.0,1060.0,35.4,A,81
2262,A04817,SOLVE146,711,721.0,3.6,0.066,1711.0,57100.0,60.2,4.6,3080.0,26.4,A,81
2263,A04761,SOLVE146,721,731.0,3.4,0.068,1209.0,54880.0,65.8,5.0,960.0,25.4,A,81
2264,A06523,SOLVE146,1351,1361.0,15.8,0.024,434.8,35400.0,12.0,5.2,14200.0,31.2,A,81
2265,A06778,SOLVE146,1361,1371.0,55.6,0.02,412.8,29660.0,9.8,3.6,15780.0,30.0,A,81
2266,A04439,SOLVE146,1371,1381.0,5.6,0.082,670.8,34300.0,10.4,3.8,18640.0,30.2,A,81
2267,A06091,SOLVE146,1381,1391.0,6.8,0.032,509.4,34500.0,13.8,4.2,21240.0,36.4,A,81
2268,A06912,SOLVE146,1391,1401.0,21.2,0.018,315.4,38320.0,5.6,4.0,16940.0,29.8,A,81
2269,A06783,SOLVE146,1401,1411.0,7.0,0.02,287.2,48560.0,2.2,3.2,24560.0,30.4,A,81
2270,A07071,SOLVE146,1411,1421.0,8.4,0.016,289.8,41780.0,5.2,4.0,25580.0,27.6,A,81
2271,A08378,SOLVE146,1421,1431.0,5.4,0.0025,89.4,24460.0,1.2,3.4,6180.0,27.2,A,81
2272,A07505,SOLVE146,1431,1441.0,12.4,0.011,343.2,31740.0,2.4,5.4,16900.0,32.8,A,81
2273,A07711,SOLVE146,1441,1451.0,10.4,0.009,116.0,27000.0,2.0,4.8,12160.0,29.4,A,81
2274,A07407,SOLVE146,1451,1461.0,16.6,0.012,106.2,15200.0,1.6,3.8,5800.0,20.4,A,81
2275,A08671,SOLVE147,121,131.0,50.8,0.0025,95.0,46880.0,4.0,8.4,22560.0,69.8,B,82
2276,A08667,SOLVE147,131,141.0,29.4,0.0025,138.6,40700.0,7.2,6.4,9060.0,60.2,B,82
2277,A08663,SOLVE147,141,151.0,63.0,0.0025,101.2,48800.0,18.8,5.6,28760.0,32.6,B,82
2278,A08655,SOLVE147,151,161.0,34.4,0.0025,39.8,33400.0,1.0,15.2,8560.0,53.8,B,82
2279,A07657,SOLVE147,161,171.0,27.2,0.01,253.6,24600.0,1.0,6.6,9980.0,63.8,B,82
2280,A06978,SOLVE147,171,181.0,31.4,0.018,9.8,51740.0,9.4,4.6,29800.0,94.4,B,82
2281,A05940,SOLVE147,181,191.0,22.2,0.036,2289.2,30040.0,13.8,5.2,6880.0,60.2,B,82
2282,A07548,SOLVE147,191,201.0,12.6,0.011,921.6,,5.8,6.2,1700.0,38.2,B,82
2283,A06974,SOLVE147,201,211.0,14.2,0.018,497.6,28900.0,8.0,6.6,3000.0,39.2,B,82
2284,A08246,SOLVE147,211,221.0,6.8,0.006,51.6,22200.0,1.2,13.0,9220.0,29.0,B,82
2285,A08243,SOLVE147,221,231.0,7.6,0.006,57.8,43400.0,1.2,13.8,9320.0,32.6,B,82
2286,A07125,SOLVE147,231,241.0,7.8,0.016,57.6,54640.0,1.0,11.6,20680.0,32.0,B,82
2287,A08238,SOLVE147,241,251.0,4.0,0.006,171.0,57660.0,1.2,8.2,14340.0,26.8,B,82
2288,A06507,SOLVE147,251,261.0,5.0,0.025,207.6,61260.0,1.0,10.4,1860.0,77.4,B,82
2289,A05040,SOLVE147,261,271.0,6.0,0.06,179.0,47040.0,1.0,8.0,1250.0,59.8,B,82
2290,A04035,SOLVE147,271,281.0,8.8,0.103,1283.2,49200.0,2.8,8.4,13280.0,38.2,B,82
2291,A06345,SOLVE147,281,291.0,6.4,0.028,101.6,49260.0,1.0,3.6,1720.0,31.0,B,82
2292,A05497,SOLVE147,291,301.0,6.4,0.046,200.8,50060.0,1.2,6.2,8540.0,36.2,B,82
2293,A05431,SOLVE147,301,311.0,5.2,0.048,430.6,57500.0,1.0,10.4,2990.0,46.8,B,82
2294,A06830,SOLVE147,311,321.0,5.0,0.02,143.2,56680.0,1.0,2.8,110.0,42.8,B,82
2295,A06249,SOLVE147,321,331.0,6.2,0.03,1824.6,61420.0,2.6,5.0,1160.0,39.6,B,82
2296,A05935,SOLVE147,331,341.0,10.4,0.036,285.0,57040.0,1.2,96.0,1960.0,406.0,B,82
2297,A07460,SOLVE147,341,351.0,9.8,0.012,530.4,52260.0,8.0,6.6,680.0,38.6,B,82
2298,A06969,SOLVE147,351,361.0,30.2,0.018,421.2,64960.0,4.4,6.2,1560.0,37.2,B,82
2299,A05840,SOLVE147,361,371.0,40.0,0.038,618.0,57620.0,3.8,109.4,4840.0,145.2,B,82
2300,A07633,SOLVE147,371,381.0,4.8,0.01,746.6,56400.0,2.6,8.6,660.0,37.0,B,82
2301,A07760,SOLVE147,381,391.0,7.6,0.009,271.0,40000.0,2.8,3.8,260.0,27.6,B,82
2302,A08015,SOLVE147,391,401.0,7.6,0.007,409.8,44920.0,3.4,4.8,280.0,26.0,B,82
2303,A08202,SOLVE147,401,411.0,6.4,0.006,373.4,48680.0,6.2,7.8,760.0,39.8,B,82
2304,A08557,SOLVE147,411,421.0,5.6,0.0025,157.4,46680.0,1.2,1.4,120.0,23.4,B,82
2305,A08553,SOLVE147,421,431.0,4.4,0.0025,372.8,58400.0,4.6,9.0,4740.0,36.2,B,82
2306,A07537,SOLVE147,431,441.0,4.8,0.011,666.4,,10.6,7.8,11640.0,29.2,B,82
2307,A07353,SOLVE147,441,451.0,6.6,0.013,854.4,59100.0,9.0,13.6,1800.0,33.8,B,82
2308,A08543,SOLVE147,451,461.0,6.4,0.0025,357.6,57000.0,5.6,4.4,460.0,28.2,B,82
2309,A07883,SOLVE147,461,471.0,4.0,0.008,798.0,62240.0,9.2,13.2,820.0,29.4,B,82
2310,A08186,SOLVE147,471,481.0,3.6,0.006,586.4,62500.0,4.6,7.8,480.0,35.4,B,82
2311,A08526,SOLVE147,481,491.0,3.2,0.0025,251.2,57080.0,4.4,4.0,280.0,32.4,B,82
2312,A08182,SOLVE147,491,501.0,9.8,0.006,132.2,36720.0,2.8,3.0,2520.0,34.6,A,82
2313,A08515,SOLVE147,501,511.0,15.4,0.0025,75.2,22780.0,4.2,2.8,5500.0,31.8,A,82
2314,A08508,SOLVE147,511,521.0,12.2,0.0025,47.8,23180.0,3.8,3.0,4460.0,52.0,A,82
2315,A08175,SOLVE147,521,531.0,10.6,0.006,295.8,49500.0,3.6,6.4,880.0,46.4,A,82
2316,A07992,SOLVE147,531,541.0,10.8,0.007,469.8,44840.0,4.4,2.4,340.0,29.4,A,82
2317,A07869,SOLVE147,541,551.0,8.8,0.008,272.8,45120.0,5.4,3.6,180.0,29.8,A,82
2318,A06954,SOLVE147,551,561.0,5.8,0.018,239.4,51120.0,1.6,2.8,100.0,33.8,A,82
2319,A06440,SOLVE147,561,571.0,6.8,0.026,452.8,55040.0,3.4,3.4,400.0,31.2,A,82
2320,A06558,SOLVE147,571,581.0,7.4,0.024,284.0,57740.0,6.8,3.6,1020.0,37.2,A,82
2321,A07263,SOLVE147,581,591.0,5.8,0.014,313.6,59400.0,4.0,5.4,860.0,40.0,A,82
2322,A07100,SOLVE147,591,601.0,5.4,0.016,308.0,59260.0,9.8,4.6,420.0,42.6,A,82
2323,A07181,SOLVE147,601,611.0,7.4,0.015,219.6,50260.0,7.2,8.2,1540.0,48.8,A,82
2324,A06555,SOLVE147,611,621.0,20.0,0.024,272.6,39400.0,4.2,7.6,10840.0,109.8,A,82
2325,A06554,SOLVE147,621,631.0,11.2,0.024,34.0,26040.0,4.0,2.6,4340.0,37.4,A,82
2326,A06877,SOLVE147,631,641.0,9.6,0.019,249.0,35720.0,8.0,9.2,2900.0,51.2,A,82
2327,A06553,SOLVE147,641,651.0,3.2,0.024,466.8,49060.0,8.8,2.2,240.0,37.8,A,82
2328,A07429,SOLVE147,651,661.0,6.8,0.012,62.6,41940.0,12.0,3.2,1240.0,33.0,A,82
2329,A05854,SOLVE147,661,671.0,6.4,0.037,113.6,53960.0,4.0,3.2,100.0,32.8,A,82
2330,A07247,SOLVE147,671,681.0,6.2,0.014,189.8,49620.0,4.0,2.6,740.0,26.0,A,82
2331,A07334,SOLVE147,681,691.0,6.2,0.013,399.4,43780.0,3.2,3.8,980.0,20.6,A,82
2332,A07969,SOLVE147,691,701.0,8.0,0.007,186.6,46000.0,1.6,5.8,3880.0,44.6,A,82
2333,A07083,SOLVE147,701,711.0,5.4,0.016,343.4,44500.0,18.4,6.8,1820.0,54.4,A,82
2334,A06660,SOLVE147,711,721.0,9.8,0.022,421.6,47920.0,43.4,10.2,7960.0,332.4,A,82
2335,A07586,SOLVE147,721,731.0,6.2,0.01,417.4,43060.0,44.8,161.0,600.0,258.8,A,82
2336,A06924,SOLVE147,731,741.0,8.8,0.018,323.0,47160.0,36.6,4.0,420.0,42.0,A,82
2337,A05996,SOLVE147,741,751.0,11.8,0.034,616.0,50880.0,35.6,5.4,1500.0,33.0,A,82
2338,A04550,SOLVE147,751,761.0,6.6,0.078,621.2,43700.0,88.8,4.4,620.0,30.6,A,82
2339,A06208,SOLVE147,761,771.0,5.6,0.03,277.2,40500.0,29.8,3.4,260.0,33.2,A,82
2340,A04503,SOLVE147,771,781.0,6.0,0.08,966.4,49180.0,95.4,13.0,2740.0,53.4,A,82
2341,A04773,SOLVE147,781,791.0,9.0,0.068,501.0,55440.0,103.2,19.0,6900.0,76.2,A,82
2342,A03698,SOLVE147,791,801.0,25.8,0.124,857.0,58740.0,151.4,37.4,12200.0,132.6,A,82
2343,A04628,SOLVE147,801,811.0,18.8,0.074,849.8,57100.0,120.2,34.8,14440.0,210.4,A,82
2344,A05319,SOLVE147,811,821.0,8.4,0.05,471.2,55900.0,49.8,3.2,2660.0,42.2,A,82
2345,A05119,SOLVE147,821,831.0,4.4,0.056,794.0,47180.0,58.2,2.6,1200.0,32.2,A,82
2346,A08741,SOLVE149,131,141.0,75.0,0.0025,51.6,39880.0,1.0,7.0,1480.0,62.6,B,83
2347,A08298,SOLVE149,141,151.0,79.0,0.006,49.8,41760.0,1.0,9.8,2400.0,86.0,B,83
2348,A08732,SOLVE149,151,161.0,78.6,0.0025,56.2,44260.0,1.2,7.4,6880.0,97.0,B,83
2349,A08294,SOLVE149,161,171.0,69.8,0.006,54.8,45580.0,1.0,6.2,8440.0,78.0,B,83
2350,A07801,SOLVE149,171,181.0,58.8,0.009,469.2,51720.0,4.6,6.2,21940.0,73.8,B,83
2351,A08722,SOLVE149,181,191.0,36.2,0.0025,1323.4,36660.0,1.0,2.0,13040.0,67.4,B,83
2352,A05230,SOLVE149,191,201.0,106.6,0.053,370.2,68580.0,1.0,3.0,47000.0,99.8,B,83
2353,A00083,SOLVE149,201,211.0,210.6,1.878,29793.8,230000.0,113.6,6.0,205100.0,82.8,B,83
2354,A03560,SOLVE149,211,221.0,148.4,0.136,1749.2,217700.0,55.0,4.8,217600.0,24.4,B,83
2355,A05752,SOLVE149,221,231.0,113.0,0.04,1213.0,160520.0,118.2,4.6,154020.0,45.0,B,83
2356,A08070,SOLVE149,231,241.0,28.2,0.007,38.2,31200.0,8.0,2.4,17740.0,40.4,B,83
2357,A08701,SOLVE149,241,251.0,20.8,0.0025,31.2,29800.0,2.6,1.8,14100.0,30.6,B,83
2358,A08699,SOLVE149,251,261.0,25.2,0.0025,34.2,32820.0,3.4,2.8,18540.0,36.2,B,83
2359,A07789,SOLVE149,261,271.0,31.8,0.009,7.6,37140.0,5.6,7.0,20100.0,45.6,B,83
2360,A08693,SOLVE149,271,281.0,15.8,0.0025,28.4,13600.0,4.2,2.4,2600.0,30.4,B,83
2361,A06513,SOLVE149,281,291.0,19.8,0.025,393.2,34240.0,55.4,3.2,15040.0,34.4,B,83
2362,A07663,SOLVE149,291,301.0,24.4,0.01,586.0,26200.0,2.2,3.2,3040.0,44.6,B,83
2363,A06593,SOLVE149,301,311.0,19.4,0.024,12.6,30480.0,1.0,4.4,10340.0,31.4,B,83
2364,A07915,SOLVE149,311,321.0,16.6,0.008,216.0,21420.0,1.0,4.6,2060.0,34.2,B,83
2365,A07296,SOLVE149,321,331.0,13.2,0.014,94.2,37520.0,1.0,5.0,15000.0,26.8,B,83
2366,A08659,SOLVE149,331,341.0,11.8,0.0025,14.8,28460.0,1.4,6.2,13920.0,21.8,B,83
2367,A08050,SOLVE149,341,351.0,33.6,0.007,64.6,40040.0,1.0,5.6,21840.0,41.2,B,83
2368,A08259,SOLVE149,351,361.0,6.8,0.006,51.2,30720.0,1.0,7.0,3020.0,35.8,B,83
2369,A06629,SOLVE149,361,371.0,6.2,0.023,16.6,43560.0,1.0,4.2,3380.0,44.4,B,83
