Unique_ID,holeid,from,to,As,Au,Pb,Fe,Mo,Cu,S,Zn,Class,Pb_category,x_pos,predicted_pbcutoff,score,predicted_class,predicted_weights,depth_mid,predicted_xgboost
A08108,SOLVE149,771,781.0,18.13037279967789,0.006,233.2,46140.0,1.2,3.6,3780.0,33.8,A,100–250,83,A,107.69041269841267,A,A,776.0,A
A08364,SOLVE149,781,791.0,18.13037279967789,0.0025,111.2,36920.0,1.0,3.2,2300.0,34.8,A,100–250,83,B,51.47365079365079,B,B,786.0,A
A04878,SOLVE149,791,801.0,18.13037279967789,0.064,209.0,31260.0,1.8,6.0,12580.0,59.4,A,100–250,83,A,96.73688888888888,A,A,796.0,A
A06642,SOLVE149,801,811.0,18.13037279967789,0.022,215.6,38120.0,11.2,54.8,3260.0,177.6,A,100–250,83,A,102.45003174603173,A,A,806.0,A
A02254,SOLVE149W1,1521,1531.0,9.6,0.28,713.7426109814317,34500.0,16.8,6.2,9660.0,46.0,A,,84,B,1.7085714285714286,B,B,1526.0,A
A01914,SOLVE149W1,1531,1541.0,11.8,0.334,3532.0,38560.0,29.0,6.0,4880.0,40.0,A,2000–4000,84,A,1208.1852235294116,A,A,1536.0,A
A04131,SOLVE149W1,1541,1551.0,13.4,0.098,2192.0,36000.0,60.4,7.2,11000.0,42.2,A,2000–4000,84,A,757.1996235294117,A,A,1546.0,A
A05517,SOLVE149W1,1551,1558.4,7.081081081,0.044324324,1193.702703,40227.02703,21.40540541,3.972972973,16400.0,40.16216216,A,1000–2000,84,A,409.971777526847,A,A,1554.7,A
A08462,SOLVE154,541,551.0,18.13037279967789,0.0025,154.8,63300.0,13.2,5.4,60900.0,15.8,A,100–250,85,B,75.02920634920635,A,A,546.0,A
A07731,SOLVE154,551,561.0,18.13037279967789,0.009,452.0,66460.0,7.6,7.4,59560.0,23.4,A,250–500,85,A,210.23720634920633,A,A,556.0,A
A07516,SOLVE154,561,571.0,18.13037279967789,0.011,420.8,48938.54116116503,8.0,9.0,53560.0,24.2,A,250–500,85,A,195.99009523809522,A,A,566.0,A
A08442,SOLVE154,571,581.0,18.13037279967789,0.0025,55.8,56920.0,11.4,7.0,48560.0,19.8,A,<100,85,B,28.94349206349206,B,B,576.0,A
A08430,SOLVE154,581,591.0,18.13037279967789,0.0025,82.4,55200.0,16.2,6.6,33540.0,33.2,A,<100,85,B,42.55936507936508,B,B,586.0,A
A07421,SOLVE154,591,601.0,18.13037279967789,0.012,353.4,64280.0,6.2,7.0,31640.0,34.2,A,250–500,85,A,164.45066666666665,A,A,596.0,A
A08131,SOLVE154,601,611.0,18.13037279967789,0.006,305.2,40840.0,2.2,4.8,16480.0,19.0,A,250–500,85,A,141.11898412698412,A,A,606.0,A
A06662,SOLVE154,611,621.0,18.13037279967789,0.022,287.0,42940.0,4.2,4.4,26340.0,15.6,A,250–500,85,A,133.3166984126984,A,A,616.0,A
A08388,SOLVE154,621,631.0,18.13037279967789,0.0025,488.4,53780.0,3.6,4.4,48600.0,20.4,A,250–500,85,A,225.84825396825397,A,A,626.0,A
A07961,SOLVE154,631,641.0,18.13037279967789,0.007,769.0,45900.0,16.4,4.6,39760.0,15.8,A,500–1000,85,A,358.671619047619,A,A,636.0,A
A06054,SOLVE154,641,651.0,18.13037279967789,0.033,974.8,44560.0,13.0,5.6,37540.0,20.0,A,500–1000,85,A,452.4401269841269,A,A,646.0,A
A05714,SOLVE154,651,661.0,18.13037279967789,0.04,888.2,45180.0,6.2,5.0,18660.0,28.8,A,500–1000,85,A,410.63555555555547,A,A,656.0,A
A07234,SOLVE154,661,671.0,18.13037279967789,0.014,539.6,48100.0,15.4,5.0,6000.0,22.8,A,500–1000,85,A,252.79085714285713,A,A,666.0,A
A06404,SOLVE154,671,681.0,18.13037279967789,0.026,674.0,43440.0,11.8,12.2,24140.0,50.2,A,500–1000,85,A,313.632,A,A,676.0,A
A06859,SOLVE154,681,691.0,18.13037279967789,0.019,483.2,70420.0,4.4,17.2,31300.0,46.0,A,250–500,85,A,223.68736507936507,A,A,686.0,A
A06299,SOLVE154,691,701.0,18.13037279967789,0.028,1089.8,41360.0,14.8,6.8,21380.0,30.4,A,1000–2000,85,A,505.88965079365073,A,A,696.0,A
A04236,SOLVE154,701,711.0,18.13037279967789,0.092,1227.6,36200.0,12.8,9.4,21900.0,29.4,A,1000–2000,85,A,568.7662222222222,A,A,706.0,A
A05121,SOLVE154,711,721.0,18.13037279967789,0.056,823.0,43000.0,15.2,28.0,34780.0,55.4,A,500–1000,85,A,383.1983492063492,A,A,716.0,A
A01953,SOLVE154,721,731.0,18.13037279967789,0.326,1756.0,31400.0,15.8,166.2,23280.0,406.6,A,1000–2000,85,A,812.9145396825395,A,A,726.0,A
A06776,SOLVE154,981,991.0,18.13037279967789,0.02,872.4,51520.0,10.6,6.2,42340.0,18.8,A,500–1000,85,A,404.61460317460313,A,A,986.0,A
A07574,SOLVE154,991,1001.0,18.13037279967789,0.01,436.0,60760.0,4.8,4.4,50560.0,21.0,A,250–500,85,A,202.07238095238094,A,A,996.0,A
A06087,SOLVE154,1001,1011.0,18.13037279967789,0.032,829.0,49840.0,20.0,6.2,42240.0,20.0,A,500–1000,85,A,387.3255873015873,A,A,1006.0,A
A06524,SOLVE154,1011,1021.0,18.13037279967789,0.024,603.0,62580.0,8.8,5.8,61300.0,20.4,A,500–1000,85,A,280.0918095238095,A,A,1016.0,A
A05534,SOLVE154,1021,1031.0,18.13037279967789,0.044,519.2,75540.0,12.2,904.4,78080.0,994.4,A,500–1000,85,A,242.49371428571428,A,A,1026.0,A
A06100,SOLVE154,1031,1041.0,18.13037279967789,0.032,1398.6,59840.0,5.8,8.8,37360.0,38.0,A,1000–2000,85,A,645.4652698412697,A,A,1036.0,A
A06534,SOLVE154,1041,1051.0,18.13037279967789,0.024,582.0,53260.0,4.2,4.4,28420.0,30.0,A,500–1000,85,A,269.1108571428571,A,A,1046.0,A
A04324,SOLVE154,1051,1061.0,18.13037279967789,0.088,1058.4,58640.0,4.0,4.6,39500.0,29.6,A,1000–2000,85,A,488.36520634920635,A,A,1056.0,A
A06409,SOLVE154,1061,1071.0,18.13037279967789,0.026,518.2,68500.0,5.6,6.2,59800.0,31.0,A,500–1000,85,A,240.14311111111112,A,A,1066.0,A
A05889,SOLVE154,1071,1081.0,18.13037279967789,0.036,786.0,57740.0,7.2,5.4,48040.0,31.0,A,500–1000,85,A,363.8758095238095,A,A,1076.0,A
A04948,SOLVE154,1081,1091.0,18.13037279967789,0.062,853.8,31720.0,11.0,4.8,18180.0,28.6,A,500–1000,85,A,396.17765079365074,A,A,1086.0,A
A04028,SOLVE154,1091,1101.0,18.13037279967789,0.104,1834.2,27960.0,21.4,3.8,8480.0,35.6,A,1000–2000,85,A,850.4549841269842,A,A,1096.0,A
A04831,SOLVE154,1101,1111.0,18.13037279967789,0.066,1087.2,51300.0,13.0,3.4,6360.0,47.6,A,1000–2000,85,A,504.18819047619047,A,A,1106.0,A
A03761,SOLVE154,1111,1117.75,18.13037279967789,0.118518519,3370.740741,44777.77778,56.22222222,15.51851852,21396.2963,73.07407407,A,2000–4000,85,A,1567.7044092899048,A,A,1114.375,A
A08276,SOLVE155,331,341.0,18.13037279967789,0.006,150.6,23860.0,1.2,5.2,8700.0,43.4,B,100–250,86,B,69.66819047619046,A,A,336.0,B
A08274,SOLVE155,341,351.0,18.13037279967789,0.006,21.8,22720.0,1.2,4.2,6700.0,39.0,B,<100,86,B,10.379301587301589,B,B,346.0,B
A08695,SOLVE155,351,361.0,18.13037279967789,0.0025,67.8,19400.0,1.0,4.2,4580.0,34.6,B,<100,86,B,31.495873015873013,B,B,356.0,B
A07664,SOLVE155,361,371.0,18.13037279967789,0.01,15.4,16640.0,1.0,3.6,5140.0,24.2,B,<100,86,B,7.377142857142856,B,B,366.0,B
A07916,SOLVE155,371,381.0,18.13037279967789,0.008,37.6,29580.0,1.2,4.2,7660.0,39.0,B,<100,86,B,17.652825396825396,B,B,376.0,B
A08686,SOLVE155,381,391.0,18.13037279967789,0.0025,8.6,24320.0,1.4,2.4,6700.0,25.6,B,<100,86,B,4.359365079365078,B,B,386.0,B
A08673,SOLVE155,391,401.0,18.13037279967789,0.0025,5.8,29260.0,1.0,3.2,4140.0,24.2,B,<100,86,B,2.956190476190476,B,B,396.0,B
A08056,SOLVE155,401,411.0,18.13037279967789,0.007,8.8,28860.0,1.2,3.4,7720.0,27.2,B,<100,86,B,4.395428571428571,B,B,406.0,B
A08055,SOLVE155,411,421.0,18.13037279967789,0.007,53.2,35800.0,1.4,3.6,8420.0,36.2,B,<100,86,B,24.890666666666668,B,B,416.0,B
A08653,SOLVE155,421,431.0,18.13037279967789,0.0025,54.6,30500.0,1.4,3.0,8140.0,31.6,B,<100,86,B,25.53396825396825,B,B,426.0,B
A08048,SOLVE155,431,441.0,18.13037279967789,0.007,137.4,32260.0,1.0,3.8,10520.0,28.6,B,100–250,86,B,63.53511111111111,A,A,436.0,B
A08047,SOLVE155,441,451.0,18.13037279967789,0.007,57.0,33000.0,1.0,4.0,7160.0,27.6,B,<100,86,B,26.525587301587297,B,B,446.0,B
A07654,SOLVE155,451,461.0,18.13037279967789,0.01,14.2,32240.0,1.8,5.0,10560.0,30.8,B,<100,86,B,7.053333333333332,B,B,456.0,B
A03635,SOLVE155,461,471.0,18.13037279967789,0.129,75.2,38320.0,1.2,110.6,15480.0,144.0,B,<100,86,B,34.99149206349207,B,B,466.0,A
A08041,SOLVE155,471,481.0,18.13037279967789,0.007,70.0,33840.0,5.4,4.4,7220.0,49.2,B,<100,86,B,33.76685714285714,B,B,476.0,B
A05960,SOLVE155,481,491.0,18.13037279967789,0.035,95.6,60040.0,2.6,6.4,29760.0,54.0,B,<100,86,B,44.75809523809524,B,B,486.0,B
A08240,SOLVE155,491,501.0,18.13037279967789,0.006,14.4,44640.0,1.6,3.4,16080.0,41.4,B,<100,86,B,7.087238095238096,B,B,496.0,B
A07774,SOLVE155,501,511.0,18.13037279967789,0.009,6.8,44740.0,1.0,6.8,32380.0,36.0,B,<100,86,B,3.41815873015873,B,B,506.0,B
A08232,SOLVE155,511,521.0,18.13037279967789,0.006,6.8,47620.0,2.4,12.6,41380.0,37.0,B,<100,86,B,3.8173968253968256,B,B,516.0,B
A08606,SOLVE155,521,531.0,18.13037279967789,0.0025,7.2,40480.0,1.2,40.0,31760.0,48.4,B,<100,86,B,3.657777777777778,B,B,526.0,B
A08597,SOLVE155,531,540.3,18.13037279967789,0.0025,5.150537634,31686.02151,1.0,5.430107527,18612.90323,29.88172043,B,<100,86,B,2.657231609301587,B,B,535.65,B
A07468,SOLVE155W1,491,501.0,36.4,0.012,46.0,42300.0,1.2,4.4,15520.0,39.8,B,<100,87,B,6.529317647058824,B,B,496.0,B
A07775,SOLVE155W1,501,511.0,43.8,0.009,14.0,44680.0,1.2,5.8,30640.0,28.4,B,<100,87,B,-6.304188235294117,B,B,506.0,B
A08233,SOLVE155W1,511,521.0,49.8,0.006,5.8,38600.0,1.0,4.8,28980.0,29.0,B,<100,87,B,-10.697694117647059,B,B,516.0,B
A08031,SOLVE155W1,521,531.0,55.4,0.007,8.6,46200.0,3.2,20.4,38280.0,28.4,B,<100,87,B,-10.72574117647059,B,B,526.0,A
A08598,SOLVE155W1,531,541.0,60.2,0.0025,7.0,35180.0,1.0,5.4,19780.0,30.2,B,<100,87,B,-12.980705882352943,B,B,536.0,B
A08224,SOLVE155W1,541,551.0,60.0,0.006,5.4,25560.0,1.0,3.4,15500.0,19.8,B,<100,87,B,-13.474164705882353,B,B,546.0,B
A08588,SOLVE155W1,551,561.0,33.6,0.0025,2.6,28940.0,1.2,26.4,17500.0,53.4,B,<100,87,B,-7.554823529411766,B,B,556.0,B
A07643,SOLVE155W1,561,571.0,76.4,0.01,6.4,38020.0,1.0,95.8,23240.0,199.6,B,<100,87,B,-17.376941176470588,B,B,566.0,B
A07641,SOLVE155W1,571,581.0,53.2,0.01,51.6,104940.0,2.4,7.0,99640.0,39.8,B,<100,87,B,4.34541176470588,B,B,576.0,A
A07763,SOLVE155W1,581,591.0,89.6,0.009,5.6,88320.0,1.0,3.8,76940.0,31.0,B,<100,87,B,-21.066541176470587,B,B,586.0,B
A08211,SOLVE155W1,591,601.0,45.0,0.006,12.4,68540.0,1.4,5.4,56560.0,53.8,B,<100,87,B,-7.1188705882352945,B,B,596.0,B
A07539,SOLVE155W1,601,611.0,53.4,0.011,11.4,56220.0,1.0,31.2,34740.0,95.0,B,<100,87,B,-9.717929411764706,B,B,606.0,B
A06699,SOLVE155W1,611,621.0,45.2,0.022,8.6,35460.0,1.0,12.0,19240.0,52.2,B,<100,87,B,-8.548800000000002,B,B,616.0,B
A05568,SOLVE155W1,621,631.0,29.6,0.044,47.0,27860.0,6.6,3.2,4960.0,31.8,B,<100,87,B,9.780047058823529,B,B,626.0,B
A08552,SOLVE155W1,631,641.0,20.4,0.0025,31.8,21900.0,3.4,5.0,2800.0,60.6,B,<100,87,B,6.289882352941178,B,B,636.0,B
A06450,SOLVE155W1,641,651.0,16.0,0.026,3.2,20100.0,1.0,10.0,5220.0,60.6,B,<100,87,B,-2.8327529411764707,B,B,646.0,B
A08540,SOLVE155W1,651,661.0,28.6,0.0025,13.6,28200.0,1.6,5.6,16840.0,32.6,B,<100,87,B,-2.4230588235294137,B,B,656.0,B
A08535,SOLVE155W1,661,671.0,29.0,0.0025,6.0,23960.0,1.4,3.8,12580.0,39.6,B,<100,87,B,-5.161882352941176,B,B,666.0,B
A07881,SOLVE155W1,671,681.0,28.4,0.008,3.6,28020.0,1.0,4.0,18020.0,37.0,B,<100,87,B,-5.9090823529411765,B,B,676.0,B
A08529,SOLVE155W1,681,691.0,40.0,0.0025,111.0,38560.0,1.4,4.6,19660.0,35.8,B,100–250,87,B,27.814588235294117,B,B,686.0,B
A08185,SOLVE155W1,691,701.0,49.4,0.006,274.2,50940.0,1.2,4.8,25140.0,34.0,A,250–500,87,A,81.01995294117647,A,A,696.0,A
A08519,SOLVE155W1,701,711.0,79.4,0.0025,65.0,46940.0,1.4,6.0,39060.0,42.0,A,<100,87,B,1.92282352941176,B,B,706.0,A
A07103,SOLVE155W1,711,721.0,21.2,0.016,411.2,53800.0,1.0,2.4,18420.0,38.0,A,250–500,87,A,135.01948235294117,A,A,716.0,A
A07618,SOLVE155W1,721,731.0,13.4,0.01,268.2,59740.0,1.2,4.0,19660.0,28.2,A,250–500,87,A,88.29129411764704,A,A,726.0,A
A08500,SOLVE155W1,731,741.0,28.2,0.0025,145.8,87200.0,1.0,5.2,68960.0,40.0,A,100–250,87,B,42.65694117647059,B,B,736.0,A
A07523,SOLVE155W1,741,751.0,12.8,0.011,514.4,77920.0,1.0,7.0,51860.0,32.6,A,500–1000,87,A,172.4020705882353,A,A,746.0,A
A02869,SOLVE155W1,751,761.0,54.2,0.202,306.4,48938.54116116503,2.2,28.2,59660.0,103.0,A,250–500,87,A,91.01214117647056,A,A,756.0,A
A08479,SOLVE155W1,761,771.0,30.6,0.0025,396.6,64600.0,1.2,5.8,52120.0,23.8,A,250–500,87,A,127.64517647058823,A,A,766.0,A
A08476,SOLVE155W1,771,781.0,28.2,0.0025,253.4,71440.0,1.0,6.4,56720.0,24.8,A,250–500,87,A,79.3675294117647,A,A,776.0,A
A03947,SOLVE155W1,781,791.0,18.2,0.108,23.4,60520.0,1.2,5.8,50960.0,27.2,A,<100,87,B,3.5473882352941173,B,B,786.0,A
A05351,SOLVE155W1,791,801.0,17.8,0.05,148.8,65400.0,6.2,7.6,31760.0,56.8,A,100–250,87,B,47.48235294117647,B,B,796.0,A
A08460,SOLVE155W1,801,811.0,7.6,0.0025,225.6,55860.0,1.0,3.2,400.0,20.6,A,100–250,87,A,75.21458823529412,A,A,806.0,A
A08452,SOLVE155W1,811,821.0,7.4,0.0025,179.0,59400.0,2.8,4.2,2660.0,24.6,A,100–250,87,A,59.74870588235294,A,A,816.0,A
A08446,SOLVE155W1,821,831.0,82.4,0.0025,9.0,65960.0,9.8,5.0,57420.0,17.8,A,<100,87,B,-16.180705882352942,B,B,826.0,A
A08435,SOLVE155W1,831,841.0,79.4,0.0025,25.6,68180.0,5.6,4.8,54520.0,20.8,A,<100,87,B,-10.630117647058825,B,B,836.0,A
A08422,SOLVE155W1,841,851.0,21.2,0.0025,18.6,64300.0,3.8,6.0,41020.0,29.6,A,<100,87,B,1.6640000000000006,B,B,846.0,A
A08412,SOLVE155W1,851,861.0,29.0,0.0025,22.0,82140.0,2.2,7.4,56900.0,45.2,A,<100,87,B,0.4663529411764704,B,B,856.0,A
A07164,SOLVE155W1,861,871.0,11.2,0.015,552.6,75560.0,1.4,5.0,31440.0,25.2,A,500–1000,87,A,185.93458823529411,A,A,866.0,A
A07964,SOLVE155W1,871,881.0,8.0,0.007,412.2,73940.0,1.0,5.2,18480.0,33.0,A,250–500,87,A,138.77543529411764,A,A,876.0,A
A07508,SOLVE155W1,881,891.0,11.6,0.011,246.8,73860.0,1.0,4.6,32740.0,29.4,A,100–250,87,A,81.41383529411766,A,A,886.0,A
A07584,SOLVE155W1,891,901.0,11.6,0.01,505.0,58640.0,4.8,3.4,20560.0,24.0,A,500–1000,87,A,170.31011764705883,A,A,896.0,A
A06604,SOLVE155W1,901,911.0,14.6,0.023,950.6,73280.0,6.4,4.2,30940.0,26.6,A,500–1000,87,A,321.9031529411764,A,A,906.0,A
A05852,SOLVE155W1,911,921.0,13.4,0.037,905.6,66260.0,8.2,3.6,20420.0,19.8,A,500–1000,87,A,307.2446117647059,A,A,916.0,A
A06862,SOLVE155W1,921,931.0,11.0,0.019,831.4,57280.0,7.2,4.8,21180.0,23.0,A,500–1000,87,A,282.33534117647054,A,A,926.0,A
A08109,SOLVE155W1,931,941.0,6.8,0.006,410.4,49440.0,7.2,3.6,3520.0,35.4,A,250–500,87,A,139.7846588235294,A,A,936.0,A
A06530,SOLVE155W1,941,951.0,6.4,0.024,1449.4,38780.0,23.8,5.6,6440.0,32.4,A,1000–2000,87,A,497.8892235294118,A,A,946.0,A
A05850,SOLVE155W1,951,961.0,6.0,0.037,1376.0,40960.0,37.6,5.6,7260.0,31.0,A,1000–2000,87,A,475.87519999999995,A,A,956.0,A
A05065,SOLVE155W1,961,971.0,5.4,0.058,1393.0,87140.0,25.8,3.2,4520.0,30.4,A,1000–2000,87,A,479.33562352941175,A,A,966.0,A
A03696,SOLVE155W1,971,981.0,5.6,0.124,1981.0,65380.0,21.4,3.2,2160.0,31.4,A,1000–2000,87,A,678.9762823529412,A,A,976.0,A
A04576,SOLVE155W1,981,991.0,8.2,0.076,2209.0,64360.0,27.6,3.6,5400.0,36.4,A,2000–4000,87,A,757.395482352941,A,A,986.0,A
A03752,SOLVE155W1,1331,1341.0,5.4,0.12,2037.6,58780.0,33.0,4.2,36460.0,25.2,A,2000–4000,87,A,700.7943529411764,A,A,1336.0,A
A03828,SOLVE155W1,1341,1351.0,4.4,0.114,1414.8,51860.0,17.0,4.6,28160.0,24.4,A,1000–2000,87,A,485.17910588235287,A,A,1346.0,A
A03830,SOLVE155W1,1351,1361.0,3.4,0.114,1428.0,54580.0,14.8,4.6,37980.0,22.8,A,1000–2000,87,A,489.4755764705882,A,A,1356.0,A
A04054,SOLVE155W1,1361,1371.0,4.8,0.102,1574.8,54940.0,50.8,17.2,27360.0,475.2,A,1000–2000,87,A,546.8192,A,A,1366.0,A
A03871,SOLVE155W1,1371,1381.0,2.6,0.112,1306.6,55640.0,20.2,3.8,14000.0,32.0,A,1000–2000,87,A,449.40696470588233,A,A,1376.0,A
A04100,SOLVE155W1,1381,1391.0,5.0,0.1,1265.0,54760.0,8.6,4.4,16620.0,34.4,A,1000–2000,87,A,432.1341176470588,A,A,1386.0,A
A05882,SOLVE155W1,1391,1401.0,7.2,0.036,857.6,58880.0,3.4,4.6,20000.0,33.0,A,500–1000,87,A,291.4561882352941,A,A,1396.0,A
A04323,SOLVE155W1,1401,1411.0,5.0,0.088,1112.2,46360.0,14.2,4.2,16620.0,31.4,A,1000–2000,87,A,381.1859764705882,A,A,1406.0,A
A03583,SOLVE155W1,1411,1421.0,4.8,0.134,1177.4,38760.0,45.6,5.8,22420.0,32.4,A,1000–2000,87,A,410.1405176470589,A,A,1416.0,A
A03515,SOLVE155W1,1421,1431.0,5.32183908,0.138735632,2166.436782,53373.56322,95.85057471,4.540229885,27175.86207,36.49425287,A,2000–4000,87,A,758.083721566259,A,A,1426.0,A
A07266,SOLVE156,441,451.0,14.6,0.014,117.0,47020.0,1.2,5.8,47540.0,17.4,A,100–250,88,B,36.39557647058824,B,B,446.0,A
A07440,SOLVE156,451,461.0,5.8,0.012,115.4,42700.0,14.6,21.4,46380.0,88.0,A,100–250,88,B,40.96461176470588,B,B,456.0,A
A06952,SOLVE156,461,471.0,10.6,0.018,320.2,56600.0,1.4,10.4,58360.0,16.4,A,250–500,88,A,106.80103529411764,A,A,466.0,A
A06274,SOLVE156,471,481.0,11.0,0.029,201.6,64540.0,1.0,81.2,58120.0,191.4,A,100–250,88,A,66.15134117647058,A,A,476.0,A
A08469,SOLVE156,481,491.0,15.8,0.0025,236.6,50240.0,1.2,7.0,50180.0,15.4,A,100–250,88,A,76.88752941176469,A,A,486.0,A
A07177,SOLVE156,491,501.0,18.8,0.015,288.6,48040.0,1.6,9.4,49640.0,18.6,A,250–500,88,A,93.93929411764707,A,A,496.0,A
A05588,SOLVE156,501,511.0,18.8,0.043,205.0,49940.0,1.6,7.0,53340.0,15.4,A,100–250,88,A,65.42221176470588,A,A,506.0,A
A07256,SOLVE156,511,521.0,64.6,0.014,157.8,63580.0,1.8,7.4,61340.0,21.6,A,100–250,88,B,37.50145882352942,B,B,516.0,A
A07728,SOLVE156,521,531.0,32.4,0.009,92.2,77100.0,1.0,7.8,77620.0,22.6,A,<100,88,B,23.28404705882353,B,B,526.0,A
A06804,SOLVE156,531,541.0,24.8,0.02,284.2,62980.0,1.6,7.2,54580.0,25.0,A,250–500,88,A,90.88611764705881,A,A,536.0,A
A07597,SOLVE156,541,551.0,29.4,0.01,305.0,47240.0,1.2,6.6,36560.0,20.8,A,250–500,88,A,96.70541176470586,A,A,546.0,A
A07419,SOLVE156,551,561.0,64.4,0.012,218.0,59060.0,1.4,5.4,55440.0,16.6,A,100–250,88,A,58.00696470588235,A,A,556.0,A
A07001,SOLVE156,561,571.0,58.4,0.017,340.6,63440.0,1.4,5.4,60100.0,16.2,A,250–500,88,A,101.38908235294117,A,A,566.0,A
A07967,SOLVE156,571,581.0,24.6,0.007,179.0,61980.0,2.2,5.4,50560.0,20.2,A,100–250,88,A,55.170729411764704,A,A,576.0,A
A07241,SOLVE156,581,591.0,30.0,0.014,69.8,53640.0,4.6,4.8,45440.0,16.4,A,<100,88,B,17.02616470588235,B,B,586.0,A
A07835,SOLVE156,591,601.0,36.8,0.008,127.0,49940.0,3.2,5.0,44640.0,15.2,A,100–250,88,B,34.48385882352941,B,B,596.0,A
A06789,SOLVE156,601,611.0,42.2,0.02,184.2,50220.0,2.8,6.2,47920.0,17.8,A,100–250,88,A,52.5190588235294,B,B,606.0,A
A06921,SOLVE156,611,621.0,30.4,0.018,185.0,47140.0,2.6,6.2,46620.0,24.0,A,100–250,88,A,55.80338823529411,A,A,616.0,A
A06210,SOLVE156,621,631.0,43.0,0.03,316.2,56560.0,7.0,7.6,54600.0,17.2,A,250–500,88,A,98.23858823529413,A,A,626.0,A
A06206,SOLVE156,631,641.0,35.4,0.03,127.8,48960.0,12.6,6.6,44040.0,16.2,A,100–250,88,B,37.113882352941175,B,B,636.0,A
A06403,SOLVE156,641,651.0,37.0,0.026,830.4,47740.0,18.6,9.0,41080.0,25.4,A,500–1000,88,A,277.68018823529417,A,A,646.0,A
A07394,SOLVE156,651,661.0,24.2,0.012,403.4,48220.0,16.2,9.6,40980.0,29.4,A,250–500,88,A,134.79990588235293,A,A,656.0,A
A06357,SOLVE156,661,671.0,19.8,0.027,1030.8,50120.0,21.0,4.6,16400.0,35.2,A,1000–2000,88,A,351.01214117647055,A,A,666.0,A
A04675,SOLVE156,671,681.0,14.0,0.072,1090.8,44620.0,17.6,17.4,23960.0,58.8,A,1000–2000,88,A,372.2723764705882,A,A,676.0,A
A05122,SOLVE156,681,691.0,9.8,0.056,662.6,41360.0,11.8,64.0,20500.0,133.2,A,500–1000,88,A,226.03642352941176,A,A,686.0,A
A04720,SOLVE156,691,701.0,27.0,0.07,2198.4,41820.0,19.6,707.8,25440.0,1384.0,A,2000–4000,88,A,747.2178823529412,A,A,696.0,A
A05459,SOLVE156,701,711.0,22.0,0.046,1595.0,55720.0,49.0,12.2,32320.0,34.0,A,1000–2000,88,A,548.8674823529411,A,A,706.0,A
A08509,SOLVE157,391,401.0,47.8,0.0025,18.0,46820.0,1.0,7.6,37780.0,41.4,A,<100,89,B,-6.018352941176471,B,B,396.0,A
A08502,SOLVE157,401,411.0,47.2,0.0025,12.6,43900.0,2.2,10.6,41800.0,61.4,A,<100,89,B,-7.45129411764706,B,B,406.0,A
A08171,SOLVE157,411,421.0,45.0,0.006,8.4,31620.0,7.0,10.4,30880.0,45.8,A,<100,89,B,-7.29769411764706,B,B,416.0,A
A08493,SOLVE157,421,431.0,24.4,0.0025,37.0,19800.0,4.2,17.6,17500.0,119.8,A,<100,89,B,7.198117647058824,B,B,426.0,A
A08484,SOLVE157,431,441.0,39.8,0.0025,20.2,37720.0,4.0,15.4,34740.0,41.2,A,<100,89,B,-2.5618823529411774,B,B,436.0,A
A07738,SOLVE157,441,451.0,51.4,0.009,192.6,36940.0,1.0,11.8,25360.0,56.6,A,100–250,89,A,52.62051764705882,B,B,446.0,B
A08160,SOLVE157,451,461.0,72.0,0.006,17.4,51140.0,1.6,12.6,44260.0,49.8,A,<100,89,B,-12.358870588235296,B,B,456.0,A
A07856,SOLVE157,461,471.0,91.0,0.008,24.2,50140.0,2.4,148.4,46360.0,322.2,A,<100,89,B,-14.786729411764705,B,B,466.0,A
A08156,SOLVE157,471,481.0,71.4,0.006,17.4,51080.0,2.0,21.4,42500.0,120.4,A,<100,89,B,-12.118870588235296,B,B,476.0,A
A08468,SOLVE157,481,491.0,49.6,0.0025,373.6,40900.0,1.0,20.2,29400.0,86.2,A,250–500,89,A,114.83811764705882,A,A,486.0,A
A05105,SOLVE157,491,501.0,49.6,0.057,39.8,43940.0,1.0,13.0,37580.0,62.2,A,<100,89,B,0.9636705882352898,B,B,496.0,A
A08459,SOLVE157,501,511.0,51.0,0.0025,8.4,43380.0,1.0,20.8,37780.0,68.8,A,<100,89,B,-10.121882352941176,B,B,506.0,A
A08454,SOLVE157,511,521.0,37.0,0.0025,8.0,45100.0,1.0,28.6,40640.0,85.4,A,<100,89,B,-6.634823529411766,B,B,516.0,A
A08450,SOLVE157,521,531.0,64.2,0.0025,7.4,43840.0,1.0,17.6,38000.0,73.8,A,<100,89,B,-13.879529411764707,B,B,526.0,A
A08445,SOLVE157,531,541.0,54.8,0.0025,10.8,43760.0,1.0,17.0,38360.0,84.2,A,<100,89,B,-10.286588235294117,B,B,536.0,A
A08440,SOLVE157,541,551.0,24.4,0.0025,98.0,36480.0,2.2,9.0,27020.0,36.6,A,<100,89,B,27.58635294117647,B,B,546.0,A
A08431,SOLVE157,551,561.0,31.4,0.0025,148.4,59540.0,1.6,7.8,48820.0,27.8,A,100–250,89,B,42.84282352941176,B,B,556.0,A
A08423,SOLVE157,561,571.0,22.4,0.0025,375.2,44700.0,1.8,8.6,39760.0,18.8,A,250–500,89,A,122.59341176470588,A,A,566.0,A
A08417,SOLVE157,571,581.0,28.8,0.0025,302.0,49160.0,1.8,7.4,47580.0,20.4,A,250–500,89,A,95.96282352941176,A,A,576.0,A
